0,1.5589771e-06,5.156748e-07,6.019321e-08,6.207594e-10,0.9999765,2.1168804e-05,4.31124e-10,1.8751873e-09,1.64358e-08,3.0264854e-08,1.4365278e-07,
1,0.9874594,5.2077892e-05,0.0018997173,0.010546887,1.2530887e-08,2.1937598e-08,7.5044355e-08,4.7316794e-06,3.7116486e-05,6.2704255e-09,3.090241e-08,
2,0.00016813891,7.8097935e-07,4.5166375e-06,0.9998068,8.033868e-06,7.3026245e-06,8.7404224e-08,1.723265e-07,5.6624293e-07,3.6208232e-06,2.2572026e-08,
3,2.0222943e-08,5.16768e-10,1.9436348e-08,1.9885544e-08,0.99999964,1.04379964e-07,3.5265955e-09,3.3270255e-09,3.115238e-09,9.0181324e-08,3.8077392e-08,
4,0.028610049,0.28173602,0.0026032815,0.00934421,0.4526833,0.0051458823,0.00023540317,0.2159003,0.00034350762,0.0015836328,0.0018144073,
5,4.6917844e-06,0.9999052,1.4445996e-05,1.0110348e-06,1.0535218e-06,1.6427854e-05,1.5359596e-07,3.210769e-05,5.2362066e-06,4.413391e-10,1.9538853e-05,
6,4.9911782e-06,1.0258665e-06,6.878661e-06,0.99998605,9.80463e-09,4.525457e-09,1.0519178e-07,3.7961065e-08,8.362656e-07,2.246148e-08,2.595879e-08,
7,7.8000755e-07,1.1911052e-06,4.573357e-09,0.99999785,1.7715706e-08,6.739625e-08,4.1163366e-09,3.832313e-09,9.484086e-10,3.918004e-09,1.8958703e-09,
8,0.055966564,7.252554e-05,4.679252e-07,0.9438776,2.7946184e-05,2.1795668e-05,1.5988824e-05,2.7203012e-07,1.9421539e-06,1.4805618e-05,1.2441662e-07,
9,0.99998593,1.5186453e-07,2.266662e-09,9.67112e-06,7.368267e-07,5.554454e-07,1.8025769e-06,9.730946e-09,9.29234e-07,9.679728e-08,6.0824156e-08,
10,0.93047357,0.0018541877,2.014375e-05,0.0012155256,0.0007890946,0.0010256807,1.868031e-05,0.0015375317,2.0550222e-05,0.06303862,6.4304872e-06,
11,1.3762727e-07,2.6587514e-09,4.505136e-08,0.99999976,1.8046107e-08,1.4572778e-10,3.2919528e-10,7.938913e-09,9.290474e-09,4.8325104e-09,2.9401699e-09,
